point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-03-25 06:00:00,2016-03-26 00:00:00,7.5,192.6,9.5,1.18,954.4,0.0,12.8,0.0,3.5,186.1
1,2016-03-25 06:00:00,2016-03-26 01:00:00,8.0,197.4,9.6,1.18,953.6,0.0,12.8,0.0,3.7,191.2
1,2016-03-25 06:00:00,2016-03-26 02:00:00,8.4,202.2,9.8,1.17,952.9,0.0,12.8,0.0,3.9,196.3
1,2016-03-25 06:00:00,2016-03-26 03:00:00,8.9,207.1,10.0,1.17,952.1,0.0,12.8,0.0,4.1,201.5
1,2016-03-25 06:00:00,2016-03-26 04:00:00,10.5,211.7,10.1,1.17,951.4,0.0,13.6,0.0,4.9,206.7
1,2016-03-25 06:00:00,2016-03-26 05:00:00,12.1,216.3,10.1,1.17,950.7,0.0,14.4,0.0,5.6,212.0
1,2016-03-25 06:00:00,2016-03-26 06:00:00,13.7,220.9,10.2,1.17,950.0,0.0,15.2,0.0,6.3,217.3
1,2016-03-25 06:00:00,2016-03-26 07:00:00,14.3,220.1,10.2,1.17,949.5,0.0,15.9,0.0,6.7,216.6
1,2016-03-25 06:00:00,2016-03-26 08:00:00,14.8,219.3,10.2,1.17,949.1,0.0,16.6,0.0,7.0,216.0
1,2016-03-25 06:00:00,2016-03-26 09:00:00,15.4,218.5,10.2,1.17,948.7,0.0,17.3,10.0,7.3,215.4
1,2016-03-25 06:00:00,2016-03-26 10:00:00,16.8,221.7,10.7,1.16,948.1,0.0,18.2,58.7,8.2,219.4
1,2016-03-25 06:00:00,2016-03-26 11:00:00,18.2,225.0,11.3,1.16,947.5,0.0,19.2,112.4,9.1,223.3
1,2016-03-25 06:00:00,2016-03-26 12:00:00,19.6,228.3,11.9,1.16,947.0,0.0,20.1,140.0,9.9,227.2
1,2016-03-25 06:00:00,2016-03-26 13:00:00,16.8,247.0,10.3,1.16,947.3,0.0,17.3,120.3,8.8,246.2
1,2016-03-25 06:00:00,2016-03-26 14:00:00,14.0,265.7,8.8,1.17,947.7,0.0,14.6,73.4,7.7,265.2
1,2016-03-25 06:00:00,2016-03-26 15:00:00,11.2,284.4,7.2,1.18,948.1,0.0,11.8,30.0,6.5,284.2
1,2016-03-25 06:00:00,2016-03-26 16:00:00,11.5,274.3,6.9,1.18,948.6,0.0,11.8,12.9,6.2,273.2
1,2016-03-25 06:00:00,2016-03-26 17:00:00,11.9,264.2,6.5,1.18,949.1,0.0,11.9,15.1,5.8,262.1
1,2016-03-25 06:00:00,2016-03-26 18:00:00,12.2,254.2,6.1,1.19,949.7,0.0,11.9,22.0,5.4,251.1
1,2016-03-25 06:00:00,2016-03-26 19:00:00,12.0,248.3,5.1,1.19,950.2,0.0,12.2,22.1,5.0,243.7
1,2016-03-25 06:00:00,2016-03-26 20:00:00,11.8,242.4,4.2,1.19,950.7,0.0,12.5,16.6,4.6,236.4
1,2016-03-25 06:00:00,2016-03-26 21:00:00,11.5,236.5,3.2,1.2,951.2,0.0,12.8,10.0,4.2,229.0
1,2016-03-25 06:00:00,2016-03-26 22:00:00,11.7,238.6,3.6,1.2,951.3,0.0,12.9,0.0,4.5,231.6
