point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-04-15 06:00:00,2016-04-16 00:00:00,7.4,194.0,6.7,1.17,941.3,0.1,12.6,0.0,2.8,184.1
1,2016-04-15 06:00:00,2016-04-16 01:00:00,7.0,194.2,6.8,1.17,941.1,0.1,12.1,0.0,2.7,183.9
1,2016-04-15 06:00:00,2016-04-16 02:00:00,6.7,194.3,6.9,1.17,941.0,0.1,11.6,0.0,2.5,183.6
1,2016-04-15 06:00:00,2016-04-16 03:00:00,6.3,194.4,7.0,1.17,940.8,0.1,11.1,0.0,2.3,183.4
1,2016-04-15 06:00:00,2016-04-16 04:00:00,5.8,196.8,6.9,1.17,940.6,0.1,9.7,0.0,2.2,186.1
1,2016-04-15 06:00:00,2016-04-16 05:00:00,5.4,199.2,6.8,1.17,940.5,0.1,8.4,0.0,2.0,188.7
1,2016-04-15 06:00:00,2016-04-16 06:00:00,4.9,201.6,6.7,1.17,940.3,0.1,7.0,0.0,1.8,191.3
1,2016-04-15 06:00:00,2016-04-16 07:00:00,4.7,202.5,7.4,1.17,940.6,0.1,6.4,7.1,2.0,194.8
1,2016-04-15 06:00:00,2016-04-16 08:00:00,4.4,203.4,8.0,1.17,940.8,0.1,5.8,22.2,2.2,198.2
1,2016-04-15 06:00:00,2016-04-16 09:00:00,4.2,204.2,8.6,1.16,941.0,0.1,5.2,50.0,2.4,201.7
1,2016-04-15 06:00:00,2016-04-16 10:00:00,5.1,211.4,10.2,1.16,941.2,0.1,5.9,97.5,3.1,209.6
1,2016-04-15 06:00:00,2016-04-16 11:00:00,6.0,218.6,11.8,1.15,941.3,0.1,6.7,179.8,3.8,217.5
1,2016-04-15 06:00:00,2016-04-16 12:00:00,6.9,225.8,13.4,1.14,941.5,0.1,7.4,314.0,4.4,225.5
1,2016-04-15 06:00:00,2016-04-16 13:00:00,7.3,231.8,13.2,1.15,941.6,0.1,7.5,503.9,4.6,232.1
1,2016-04-15 06:00:00,2016-04-16 14:00:00,7.6,237.8,13.1,1.15,941.7,0.1,7.7,700.1,4.7,238.8
1,2016-04-15 06:00:00,2016-04-16 15:00:00,8.0,243.8,13.0,1.15,941.8,0.1,7.8,840.0,4.9,245.5
1,2016-04-15 06:00:00,2016-04-16 16:00:00,7.6,245.2,11.9,1.15,942.0,0.1,7.4,874.0,4.3,246.6
1,2016-04-15 06:00:00,2016-04-16 17:00:00,7.1,246.5,10.9,1.16,942.2,0.1,7.1,804.5,3.8,247.8
1,2016-04-15 06:00:00,2016-04-16 18:00:00,6.7,247.9,9.9,1.16,942.4,0.1,6.7,647.0,3.2,248.9
1,2016-04-15 06:00:00,2016-04-16 19:00:00,6.3,236.2,8.2,1.17,943.1,0.1,6.0,425.5,2.8,232.6
1,2016-04-15 06:00:00,2016-04-16 20:00:00,5.9,224.5,6.6,1.18,943.9,0.1,5.3,197.7,2.4,216.3
1,2016-04-15 06:00:00,2016-04-16 21:00:00,5.6,212.7,5.0,1.18,944.7,0.1,4.6,30.0,2.0,200.0
1,2016-04-15 06:00:00,2016-04-16 22:00:00,5.4,202.9,4.8,1.18,944.9,0.1,3.9,0.0,2.0,188.5
1,2016-04-15 06:00:00,2016-04-16 23:00:00,5.3,193.1,4.6,1.19,945.1,0.1,3.3,0.0,2.0,177.1
1,2016-04-15 06:00:00,2016-04-17 00:00:00,5.1,183.2,4.4,1.19,945.3,0.1,2.6,0.0,2.0,165.7
1,2016-04-15 06:00:00,2016-04-17 01:00:00,5.0,177.6,4.6,1.19,945.4,0.1,3.0,0.0,1.9,159.8
1,2016-04-15 06:00:00,2016-04-17 02:00:00,4.9,171.9,4.8,1.19,945.4,0.1,3.4,0.0,1.9,153.8
1,2016-04-15 06:00:00,2016-04-17 03:00:00,4.8,166.2,5.1,1.18,945.4,0.1,3.8,0.0,1.9,147.9
1,2016-04-15 06:00:00,2016-04-17 04:00:00,5.1,158.1,4.7,1.19,945.6,0.1,4.0,0.0,1.9,141.2
1,2016-04-15 06:00:00,2016-04-17 05:00:00,5.5,150.0,4.3,1.19,945.7,0.1,4.2,0.0,1.9,134.4
1,2016-04-15 06:00:00,2016-04-17 06:00:00,5.8,141.9,3.9,1.19,945.9,0.1,4.4,0.0,2.0,127.6
1,2016-04-15 06:00:00,2016-04-17 07:00:00,5.1,143.9,5.4,1.18,946.5,0.1,4.6,36.2,2.0,132.4
1,2016-04-15 06:00:00,2016-04-17 08:00:00,4.4,146.0,7.0,1.18,947.1,0.1,4.8,81.4,2.0,137.3
1,2016-04-15 06:00:00,2016-04-17 09:00:00,3.8,148.0,8.6,1.17,947.7,0.1,5.0,120.0,2.0,142.1
1,2016-04-15 06:00:00,2016-04-17 10:00:00,3.6,165.6,9.3,1.17,948.1,0.1,4.7,141.1,2.0,161.7
1,2016-04-15 06:00:00,2016-04-17 11:00:00,3.4,183.2,10.1,1.17,948.5,0.1,4.5,151.6,1.9,181.3
1,2016-04-15 06:00:00,2016-04-17 12:00:00,3.1,200.9,10.9,1.16,948.9,0.1,4.2,163.0,1.9,200.9
1,2016-04-15 06:00:00,2016-04-17 13:00:00,3.6,210.8,10.9,1.16,948.9,0.1,4.4,183.6,2.1,211.4
1,2016-04-15 06:00:00,2016-04-17 14:00:00,4.0,220.7,10.9,1.16,948.9,0.1,4.6,208.6,2.3,221.9
