point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-03-03 06:00:00,2016-03-04 00:00:00,7.2,219.9,6.2,1.19,952.1,0.0,9.6,0.0,3.6,213.6
1,2016-03-03 06:00:00,2016-03-04 01:00:00,7.8,221.8,6.6,1.18,950.7,0.0,10.4,0.0,3.9,215.9
1,2016-03-03 06:00:00,2016-03-04 02:00:00,8.4,223.7,7.0,1.18,949.3,0.0,11.3,0.0,4.2,218.2
1,2016-03-03 06:00:00,2016-03-04 03:00:00,9.1,225.6,7.4,1.18,947.9,0.0,12.1,0.0,4.4,220.5
1,2016-03-03 06:00:00,2016-03-04 04:00:00,10.1,240.0,8.0,1.17,946.9,0.0,12.2,0.0,5.0,235.8
1,2016-03-03 06:00:00,2016-03-04 05:00:00,11.2,254.5,8.6,1.17,946.0,0.0,12.3,0.0,5.6,251.1
1,2016-03-03 06:00:00,2016-03-04 06:00:00,12.2,269.0,9.2,1.17,945.0,0.0,12.4,0.0,6.1,266.5
1,2016-03-03 06:00:00,2016-03-04 07:00:00,12.3,270.2,8.8,1.17,944.3,0.0,12.9,2.2,6.3,268.3
1,2016-03-03 06:00:00,2016-03-04 08:00:00,12.5,271.4,8.5,1.17,943.6,0.0,13.3,5.6,6.5,270.1
1,2016-03-03 06:00:00,2016-03-04 09:00:00,12.6,272.6,8.2,1.17,942.9,0.0,13.8,10.0,6.7,271.9
1,2016-03-03 06:00:00,2016-03-04 10:00:00,12.8,268.6,7.5,1.17,942.3,0.0,13.9,15.2,6.8,267.7
1,2016-03-03 06:00:00,2016-03-04 11:00:00,13.0,264.6,6.8,1.17,941.8,0.0,13.9,19.8,6.9,263.5
1,2016-03-03 06:00:00,2016-03-04 12:00:00,13.1,260.6,6.1,1.17,941.2,0.0,14.0,22.0,7.1,259.3
1,2016-03-03 06:00:00,2016-03-04 13:00:00,13.1,267.0,5.5,1.18,940.9,0.0,13.9,21.7,6.6,265.1
1,2016-03-03 06:00:00,2016-03-04 14:00:00,13.0,273.4,4.9,1.18,940.6,0.0,13.8,25.1,6.2,270.8
1,2016-03-03 06:00:00,2016-03-04 15:00:00,12.9,279.8,4.4,1.18,940.2,0.0,13.7,40.0,5.8,276.6
1,2016-03-03 06:00:00,2016-03-04 16:00:00,13.0,286.5,4.2,1.18,940.3,0.0,13.7,69.5,5.8,282.5
1,2016-03-03 06:00:00,2016-03-04 17:00:00,13.1,293.2,4.0,1.18,940.3,0.0,13.7,98.2,5.7,288.4
1,2016-03-03 06:00:00,2016-03-04 18:00:00,13.2,299.9,3.9,1.18,940.4,0.0,13.7,106.0,5.7,294.3
1,2016-03-03 06:00:00,2016-03-04 19:00:00,11.5,301.3,3.6,1.19,941.4,0.0,12.7,80.1,4.9,293.4
1,2016-03-03 06:00:00,2016-03-04 20:00:00,9.9,302.7,3.3,1.19,942.3,0.0,11.7,36.8,4.0,292.6
1,2016-03-03 06:00:00,2016-03-04 21:00:00,8.3,304.1,3.1,1.19,943.3,0.0,10.7,0.0,3.1,291.7
1,2016-03-03 06:00:00,2016-03-04 22:00:00,8.0,291.2,3.3,1.19,943.4,0.0,10.6,0.0,3.2,279.6
1,2016-03-03 06:00:00,2016-03-04 23:00:00,7.8,278.3,3.5,1.19,943.5,0.0,10.5,0.0,3.3,267.5
1,2016-03-03 06:00:00,2016-03-05 00:00:00,7.5,265.4,3.7,1.19,943.6,0.0,10.4,0.0,3.4,255.5
1,2016-03-03 06:00:00,2016-03-05 01:00:00,8.3,278.9,3.7,1.19,943.6,0.0,10.5,0.0,3.7,270.3
1,2016-03-03 06:00:00,2016-03-05 02:00:00,9.0,292.4,3.6,1.19,943.5,0.0,10.5,0.0,4.0,285.2
1,2016-03-03 06:00:00,2016-03-05 03:00:00,9.7,305.8,3.6,1.19,943.5,0.0,10.6,0.0,4.3,300.1
1,2016-03-03 06:00:00,2016-03-05 04:00:00,9.0,301.5,3.1,1.19,943.5,0.0,10.6,0.0,3.8,293.1
1,2016-03-03 06:00:00,2016-03-05 05:00:00,8.3,297.2,2.6,1.19,943.5,0.0,10.5,0.0,3.3,286.2
1,2016-03-03 06:00:00,2016-03-05 06:00:00,7.6,292.9,2.2,1.19,943.6,0.0,10.5,0.0,2.9,279.3
