point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-03-15 06:00:00,2016-03-16 00:00:00,2.1,82.7,-0.8,1.22,954.9,0.6,1.9,0.0,1.2,80.1
1,2016-03-15 06:00:00,2016-03-16 01:00:00,2.3,82.3,-0.8,1.22,954.8,0.6,2.0,0.0,1.3,80.5
1,2016-03-15 06:00:00,2016-03-16 02:00:00,2.4,81.8,-0.8,1.22,954.7,0.6,2.1,0.0,1.4,80.9
1,2016-03-15 06:00:00,2016-03-16 03:00:00,2.6,81.3,-0.8,1.22,954.5,0.6,2.2,0.0,1.5,81.3
1,2016-03-15 06:00:00,2016-03-16 04:00:00,2.7,81.3,-0.8,1.22,954.4,0.6,2.2,0.0,1.5,81.6
1,2016-03-15 06:00:00,2016-03-16 05:00:00,2.8,81.3,-0.9,1.22,954.4,0.6,2.3,0.0,1.5,81.8
1,2016-03-15 06:00:00,2016-03-16 06:00:00,3.0,81.3,-0.9,1.22,954.3,0.6,2.3,0.0,1.6,82.0
1,2016-03-15 06:00:00,2016-03-16 07:00:00,2.9,77.5,1.8,1.21,954.5,0.6,2.7,30.0,1.6,77.4
1,2016-03-15 06:00:00,2016-03-16 08:00:00,2.8,73.6,4.5,1.2,954.8,0.6,3.1,75.1,1.6,72.9
1,2016-03-15 06:00:00,2016-03-16 09:00:00,2.8,69.8,7.2,1.19,955.1,0.6,3.5,130.0,1.5,68.3
1,2016-03-15 06:00:00,2016-03-16 10:00:00,3.2,60.8,9.4,1.18,955.1,0.6,3.8,192.1,2.0,59.1
1,2016-03-15 06:00:00,2016-03-16 11:00:00,3.6,51.8,11.6,1.17,955.1,0.6,4.1,270.0,2.4,49.8
1,2016-03-15 06:00:00,2016-03-16 12:00:00,4.1,42.8,13.9,1.16,955.1,0.6,4.4,375.0,2.8,40.6
1,2016-03-15 06:00:00,2016-03-16 13:00:00,4.2,33.1,14.0,1.16,954.8,0.6,4.3,509.8,2.9,31.1
1,2016-03-15 06:00:00,2016-03-16 14:00:00,4.3,23.3,14.2,1.16,954.4,0.6,4.1,641.9,3.0,21.6
1,2016-03-15 06:00:00,2016-03-16 15:00:00,4.4,13.6,14.4,1.16,954.0,0.6,4.0,730.0,3.1,12.0
1,2016-03-15 06:00:00,2016-03-16 16:00:00,4.9,18.2,12.4,1.16,953.9,0.6,5.0,740.9,2.9,16.0
1,2016-03-15 06:00:00,2016-03-16 17:00:00,5.5,22.8,10.5,1.17,953.8,0.6,5.9,674.3,2.8,19.9
1,2016-03-15 06:00:00,2016-03-16 18:00:00,6.0,27.5,8.6,1.18,953.8,0.6,6.9,538.0,2.6,23.9
1,2016-03-15 06:00:00,2016-03-16 19:00:00,6.3,39.0,6.6,1.19,954.0,0.6,7.5,347.9,2.5,36.8
1,2016-03-15 06:00:00,2016-03-16 20:00:00,6.5,50.6,4.6,1.2,954.3,0.6,8.1,152.9,2.4,49.6
1,2016-03-15 06:00:00,2016-03-16 21:00:00,6.8,62.2,2.6,1.21,954.6,0.6,8.7,10.0,2.3,62.5
1,2016-03-15 06:00:00,2016-03-16 22:00:00,5.7,63.4,1.6,1.21,954.6,0.6,6.5,0.0,2.0,63.0
1,2016-03-15 06:00:00,2016-03-16 23:00:00,4.6,64.6,0.7,1.21,954.6,0.6,4.3,0.0,1.7,63.4
1,2016-03-15 06:00:00,2016-03-17 00:00:00,3.6,65.7,-0.3,1.22,954.6,0.6,2.1,0.0,1.4,63.8
1,2016-03-15 06:00:00,2016-03-17 01:00:00,3.6,64.6,-0.2,1.22,954.3,0.6,2.2,0.0,1.5,64.7
1,2016-03-15 06:00:00,2016-03-17 02:00:00,3.6,63.5,-0.1,1.22,954.0,0.6,2.2,0.0,1.6,65.6
1,2016-03-15 06:00:00,2016-03-17 03:00:00,3.6,62.4,0.0,1.22,953.7,0.6,2.3,0.0,1.6,66.6
1,2016-03-15 06:00:00,2016-03-17 04:00:00,3.7,62.8,-0.3,1.22,953.7,0.6,2.3,0.0,1.6,68.4
1,2016-03-15 06:00:00,2016-03-17 05:00:00,3.9,63.2,-0.6,1.22,953.7,0.6,2.3,0.0,1.6,70.3
1,2016-03-15 06:00:00,2016-03-17 06:00:00,4.0,63.6,-0.9,1.22,953.7,0.6,2.3,0.0,1.6,72.1
1,2016-03-15 06:00:00,2016-03-17 07:00:00,4.7,64.9,1.4,1.21,953.6,0.6,4.1,30.4,2.3,70.6
1,2016-03-15 06:00:00,2016-03-17 08:00:00,5.4,66.3,3.7,1.2,953.5,0.6,5.9,75.5,2.9,69.0
1,2016-03-15 06:00:00,2016-03-17 09:00:00,6.1,67.6,6.0,1.19,953.5,0.6,7.7,130.0,3.6,67.4
1,2016-03-15 06:00:00,2016-03-17 10:00:00,5.6,66.3,7.9,1.18,953.3,0.6,6.8,191.3,3.5,65.3
1,2016-03-15 06:00:00,2016-03-17 11:00:00,5.2,65.0,9.8,1.17,953.2,0.6,5.8,268.9,3.3,63.2
1,2016-03-15 06:00:00,2016-03-17 12:00:00,4.7,63.7,11.7,1.17,953.0,0.6,4.9,375.0,3.2,61.1
1,2016-03-15 06:00:00,2016-03-17 13:00:00,4.5,55.0,12.0,1.16,952.5,0.6,4.4,512.7,3.1,52.5
1,2016-03-15 06:00:00,2016-03-17 14:00:00,4.3,46.4,12.4,1.16,951.9,0.6,4.0,648.6,3.0,43.9
1,2016-03-15 06:00:00,2016-03-17 15:00:00,4.1,37.8,12.7,1.16,951.4,0.6,3.5,740.0,2.9,35.3
1,2016-03-15 06:00:00,2016-03-17 16:00:00,5.2,41.2,10.8,1.17,951.4,0.6,5.0,752.7,3.3,38.8
1,2016-03-15 06:00:00,2016-03-17 17:00:00,6.3,44.7,8.8,1.18,951.3,0.6,6.4,686.1,3.6,42.3
1,2016-03-15 06:00:00,2016-03-17 18:00:00,7.4,48.2,6.9,1.18,951.3,0.6,7.9,548.0,3.9,45.7
1,2016-03-15 06:00:00,2016-03-17 19:00:00,7.3,51.6,4.8,1.19,951.6,0.6,8.5,354.6,3.4,49.5
1,2016-03-15 06:00:00,2016-03-17 20:00:00,7.1,55.0,2.8,1.2,952.0,0.6,9.2,155.8,2.9,53.2
1,2016-03-15 06:00:00,2016-03-17 21:00:00,6.9,58.4,0.7,1.21,952.3,0.6,9.8,10.0,2.4,56.9
1,2016-03-15 06:00:00,2016-03-17 22:00:00,6.5,63.4,0.2,1.21,952.0,0.6,8.6,0.0,2.3,63.6
1,2016-03-15 06:00:00,2016-03-17 23:00:00,6.2,68.4,-0.3,1.22,951.6,0.6,7.3,0.0,2.2,70.3
1,2016-03-15 06:00:00,2016-03-18 00:00:00,5.8,73.4,-0.8,1.22,951.2,0.6,6.1,0.0,2.0,77.0
1,2016-03-15 06:00:00,2016-03-18 01:00:00,5.3,78.3,-0.4,1.22,950.9,0.6,5.5,0.0,2.0,80.8
1,2016-03-15 06:00:00,2016-03-18 02:00:00,4.8,83.3,0.0,1.21,950.6,0.6,5.0,0.0,2.0,84.5
1,2016-03-15 06:00:00,2016-03-18 03:00:00,4.3,88.3,0.4,1.21,950.3,0.6,4.4,0.0,2.0,88.3
1,2016-03-15 06:00:00,2016-03-18 04:00:00,4.6,89.6,-0.1,1.21,950.0,0.6,4.8,0.0,2.1,88.9
1,2016-03-15 06:00:00,2016-03-18 05:00:00,5.0,91.0,-0.6,1.21,949.7,0.6,5.3,0.0,2.2,89.4
1,2016-03-15 06:00:00,2016-03-18 06:00:00,5.3,92.4,-1.0,1.22,949.4,0.6,5.7,0.0,2.2,90.0
1,2016-03-15 06:00:00,2016-03-18 07:00:00,4.9,95.4,1.1,1.21,949.6,0.6,5.8,34.5,2.3,92.8
1,2016-03-15 06:00:00,2016-03-18 08:00:00,4.5,98.5,3.1,1.2,949.9,0.6,5.9,83.9,2.4,95.6
1,2016-03-15 06:00:00,2016-03-18 09:00:00,4.0,101.6,5.2,1.19,950.2,0.6,6.0,140.0,2.5,98.4
1,2016-03-15 06:00:00,2016-03-18 10:00:00,4.0,106.9,7.7,1.18,950.0,0.6,5.3,198.4,2.6,104.1
1,2016-03-15 06:00:00,2016-03-18 11:00:00,4.0,112.3,10.2,1.17,949.8,0.6,4.7,271.5,2.7,109.8
1,2016-03-15 06:00:00,2016-03-18 12:00:00,4.0,117.6,12.7,1.16,949.6,0.6,4.0,376.0,2.8,115.5
1,2016-03-15 06:00:00,2016-03-18 13:00:00,3.9,106.1,13.1,1.16,948.9,0.6,4.0,516.7,2.7,103.2
1,2016-03-15 06:00:00,2016-03-18 14:00:00,3.8,94.7,13.5,1.15,948.1,0.6,3.9,652.4,2.7,90.9
1,2016-03-15 06:00:00,2016-03-18 15:00:00,3.8,83.3,14.0,1.15,947.4,0.6,3.9,730.0,2.7,78.5
1,2016-03-15 06:00:00,2016-03-18 16:00:00,5.5,74.8,12.2,1.16,947.4,0.6,5.9,710.3,3.2,70.5
1,2016-03-15 06:00:00,2016-03-18 17:00:00,7.1,66.3,10.5,1.16,947.5,0.6,8.0,608.6,3.7,62.5
1,2016-03-15 06:00:00,2016-03-18 18:00:00,8.8,57.7,8.7,1.17,947.5,0.6,10.0,454.0,4.1,54.5
1,2016-03-15 06:00:00,2016-03-18 19:00:00,8.7,61.2,7.7,1.18,947.8,0.6,10.4,276.8,4.0,58.6
1,2016-03-15 06:00:00,2016-03-18 20:00:00,8.6,64.6,6.7,1.18,948.1,0.6,10.9,113.1,3.8,62.7
1,2016-03-15 06:00:00,2016-03-18 21:00:00,8.5,68.1,5.7,1.19,948.5,0.6,11.3,0.0,3.6,66.8
1,2016-03-15 06:00:00,2016-03-18 22:00:00,8.4,69.0,5.0,1.19,948.2,0.6,11.5,0.0,3.5,67.7
1,2016-03-15 06:00:00,2016-03-18 23:00:00,8.4,70.0,4.4,1.19,947.9,0.6,11.7,0.0,3.5,68.6
1,2016-03-15 06:00:00,2016-03-19 00:00:00,8.3,70.9,3.7,1.19,947.6,0.6,11.9,0.0,3.4,69.5
1,2016-03-15 06:00:00,2016-03-19 01:00:00,8.1,70.7,3.3,1.19,947.1,0.6,11.8,0.0,3.2,69.7
1,2016-03-15 06:00:00,2016-03-19 02:00:00,8.0,70.6,2.9,1.2,946.7,0.6,11.6,0.0,3.1,69.9
1,2016-03-15 06:00:00,2016-03-19 03:00:00,7.8,70.4,2.5,1.2,946.3,0.6,11.5,0.0,3.0,70.1
1,2016-03-15 06:00:00,2016-03-19 04:00:00,7.6,70.5,2.9,1.19,946.0,0.6,11.2,0.0,2.9,70.5
1,2016-03-15 06:00:00,2016-03-19 05:00:00,7.3,70.7,3.4,1.19,945.8,0.6,10.9,0.0,2.9,70.9
1,2016-03-15 06:00:00,2016-03-19 06:00:00,7.1,70.8,3.9,1.19,945.5,0.6,10.6,0.0,2.8,71.2
1,2016-03-15 06:00:00,2016-03-19 07:00:00,7.0,71.8,4.5,1.19,945.7,0.6,10.2,6.2,3.0,71.8
1,2016-03-15 06:00:00,2016-03-19 08:00:00,6.8,72.7,5.1,1.18,945.9,0.6,9.9,15.7,3.2,72.3
1,2016-03-15 06:00:00,2016-03-19 09:00:00,6.7,73.7,5.7,1.18,946.1,0.6,9.5,30.0,3.3,72.8
1,2016-03-15 06:00:00,2016-03-19 10:00:00,6.7,80.5,6.9,1.18,946.1,0.6,8.8,50.6,3.4,79.3
1,2016-03-15 06:00:00,2016-03-19 11:00:00,6.6,87.2,8.0,1.17,946.2,0.6,8.0,79.8,3.6,85.7
1,2016-03-15 06:00:00,2016-03-19 12:00:00,6.5,94.0,9.1,1.17,946.2,0.6,7.3,120.0,3.7,92.2
1,2016-03-15 06:00:00,2016-03-19 13:00:00,5.7,92.7,10.2,1.16,945.9,0.6,6.4,171.4,3.3,89.8
1,2016-03-15 06:00:00,2016-03-19 14:00:00,4.9,91.4,11.3,1.16,945.6,0.6,5.4,225.1,3.0,87.4
