point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-03-21 06:00:00,2016-03-22 00:00:00,9.2,54.3,4.7,1.19,948.0,0.1,12.1,0.0,3.6,50.5
1,2016-03-21 06:00:00,2016-03-22 01:00:00,8.7,55.9,4.7,1.19,947.6,0.1,11.4,0.0,3.5,52.7
1,2016-03-21 06:00:00,2016-03-22 02:00:00,8.3,57.5,4.6,1.19,947.2,0.1,10.8,0.0,3.4,55.0
1,2016-03-21 06:00:00,2016-03-22 03:00:00,7.8,59.1,4.6,1.19,946.8,0.1,10.1,0.0,3.3,57.2
1,2016-03-21 06:00:00,2016-03-22 04:00:00,7.5,60.5,4.8,1.19,946.7,0.1,9.7,0.0,3.1,58.5
1,2016-03-21 06:00:00,2016-03-22 05:00:00,7.1,61.8,5.1,1.19,946.7,0.1,9.2,0.0,3.0,59.7
1,2016-03-21 06:00:00,2016-03-22 06:00:00,6.8,63.1,5.4,1.18,946.7,0.1,8.8,0.0,2.9,60.9
1,2016-03-21 06:00:00,2016-03-22 07:00:00,6.2,64.9,6.1,1.18,946.9,0.1,8.1,33.1,3.0,63.2
1,2016-03-21 06:00:00,2016-03-22 08:00:00,5.7,66.8,6.8,1.18,947.1,0.1,7.4,81.9,3.0,65.6
1,2016-03-21 06:00:00,2016-03-22 09:00:00,5.1,68.7,7.6,1.18,947.3,0.1,6.7,140.0,3.1,67.9
1,2016-03-21 06:00:00,2016-03-22 10:00:00,4.8,62.5,9.4,1.17,947.1,0.1,5.9,204.1,3.1,61.1
1,2016-03-21 06:00:00,2016-03-22 11:00:00,4.5,56.3,11.3,1.16,946.9,0.1,5.0,282.6,3.0,54.4
1,2016-03-21 06:00:00,2016-03-22 12:00:00,4.2,50.1,13.2,1.15,946.7,0.1,4.2,387.0,2.9,47.6
1,2016-03-21 06:00:00,2016-03-22 13:00:00,4.4,44.5,13.4,1.15,946.3,0.1,4.1,520.3,3.1,42.0
1,2016-03-21 06:00:00,2016-03-22 14:00:00,4.6,39.0,13.6,1.15,945.9,0.1,4.1,651.3,3.2,36.4
1,2016-03-21 06:00:00,2016-03-22 15:00:00,4.8,33.5,13.7,1.15,945.5,0.1,4.0,740.0,3.4,30.8
1,2016-03-21 06:00:00,2016-03-22 16:00:00,5.2,37.2,12.1,1.15,945.3,0.1,4.8,754.2,3.3,34.3
1,2016-03-21 06:00:00,2016-03-22 17:00:00,5.5,40.9,10.4,1.16,945.1,0.1,5.5,690.9,3.2,37.8
1,2016-03-21 06:00:00,2016-03-22 18:00:00,5.9,44.7,8.7,1.17,944.9,0.1,6.3,555.0,3.1,41.3
1,2016-03-21 06:00:00,2016-03-22 19:00:00,5.5,40.8,6.4,1.18,945.4,0.1,5.1,360.3,2.6,35.9
1,2016-03-21 06:00:00,2016-03-22 20:00:00,5.1,37.0,4.1,1.19,945.9,0.1,3.8,158.4,2.2,30.5
1,2016-03-21 06:00:00,2016-03-22 21:00:00,4.8,33.1,1.7,1.2,946.4,0.1,2.6,10.0,1.8,25.1
1,2016-03-21 06:00:00,2016-03-22 22:00:00,4.7,35.6,1.4,1.2,946.4,0.1,2.5,0.0,1.8,30.2
1,2016-03-21 06:00:00,2016-03-22 23:00:00,4.7,38.0,1.1,1.2,946.4,0.1,2.5,0.0,1.7,35.2
1,2016-03-21 06:00:00,2016-03-23 00:00:00,4.6,40.5,0.7,1.2,946.3,0.1,2.4,0.0,1.7,40.2
1,2016-03-21 06:00:00,2016-03-23 01:00:00,4.6,43.0,1.6,1.2,946.3,0.1,3.4,0.0,2.0,42.7
1,2016-03-21 06:00:00,2016-03-23 02:00:00,4.7,45.6,2.4,1.2,946.2,0.1,4.4,0.0,2.3,45.2
1,2016-03-21 06:00:00,2016-03-23 03:00:00,4.8,48.1,3.2,1.19,946.1,0.1,5.4,0.0,2.6,47.6
1,2016-03-21 06:00:00,2016-03-23 04:00:00,5.1,48.4,2.8,1.19,946.2,0.1,6.7,0.0,2.5,47.1
1,2016-03-21 06:00:00,2016-03-23 05:00:00,5.4,48.7,2.4,1.2,946.2,0.1,7.9,0.0,2.4,46.5
1,2016-03-21 06:00:00,2016-03-23 06:00:00,5.7,48.9,2.1,1.2,946.3,0.1,9.2,0.0,2.3,45.9
1,2016-03-21 06:00:00,2016-03-23 07:00:00,6.4,49.0,3.6,1.19,947.0,0.1,9.4,32.3,3.0,46.5
1,2016-03-21 06:00:00,2016-03-23 08:00:00,7.1,49.0,5.1,1.19,947.7,0.1,9.6,83.0,3.8,47.1
1,2016-03-21 06:00:00,2016-03-23 09:00:00,7.8,49.0,6.6,1.18,948.4,0.1,9.8,150.0,4.5,47.7
