point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-03-22 06:00:00,2016-03-23 00:00:00,5.7,42.8,1.1,1.2,946.4,0.0,4.4,0.0,1.9,38.5
1,2016-03-22 06:00:00,2016-03-23 01:00:00,5.9,43.3,1.2,1.2,946.2,0.0,5.6,0.0,2.0,38.8
1,2016-03-22 06:00:00,2016-03-23 02:00:00,6.0,43.7,1.4,1.2,946.1,0.0,6.7,0.0,2.0,39.1
1,2016-03-22 06:00:00,2016-03-23 03:00:00,6.2,44.2,1.6,1.2,945.9,0.0,7.9,0.0,2.1,39.4
1,2016-03-22 06:00:00,2016-03-23 04:00:00,6.4,41.2,1.3,1.2,946.2,0.0,8.5,0.0,2.1,36.4
1,2016-03-22 06:00:00,2016-03-23 05:00:00,6.6,38.2,1.0,1.2,946.4,0.0,9.1,0.0,2.2,33.4
1,2016-03-22 06:00:00,2016-03-23 06:00:00,6.8,35.3,0.7,1.2,946.7,0.0,9.7,0.0,2.2,30.3
1,2016-03-22 06:00:00,2016-03-23 07:00:00,6.9,41.0,2.3,1.2,947.2,0.0,9.5,32.2,2.9,37.3
1,2016-03-22 06:00:00,2016-03-23 08:00:00,7.1,46.8,3.9,1.19,947.7,0.0,9.4,80.6,3.6,44.3
1,2016-03-22 06:00:00,2016-03-23 09:00:00,7.3,52.5,5.6,1.19,948.3,0.0,9.2,140.0,4.2,51.3
1,2016-03-22 06:00:00,2016-03-23 10:00:00,7.4,51.9,7.6,1.18,948.6,0.0,8.8,207.2,4.5,50.5
1,2016-03-22 06:00:00,2016-03-23 11:00:00,7.5,51.4,9.7,1.17,948.9,0.0,8.3,288.3,4.7,49.7
1,2016-03-22 06:00:00,2016-03-23 12:00:00,7.6,50.8,11.7,1.16,949.2,0.0,7.9,392.0,5.0,48.9
1,2016-03-22 06:00:00,2016-03-23 13:00:00,7.5,47.6,11.8,1.16,949.3,0.0,7.6,518.8,4.9,45.5
1,2016-03-22 06:00:00,2016-03-23 14:00:00,7.5,44.5,11.8,1.16,949.3,0.0,7.3,637.8,4.9,42.1
1,2016-03-22 06:00:00,2016-03-23 15:00:00,7.4,41.4,11.9,1.16,949.3,0.0,7.0,710.0,4.9,38.7
1,2016-03-22 06:00:00,2016-03-23 16:00:00,7.6,40.9,10.5,1.17,949.7,0.0,7.4,705.2,4.6,38.3
1,2016-03-22 06:00:00,2016-03-23 17:00:00,7.7,40.5,9.1,1.17,950.1,0.0,7.9,627.9,4.4,37.9
1,2016-03-22 06:00:00,2016-03-23 18:00:00,7.9,40.0,7.7,1.18,950.5,0.0,8.3,491.0,4.2,37.5
1,2016-03-22 06:00:00,2016-03-23 19:00:00,7.7,43.4,6.0,1.19,951.1,0.0,9.0,313.4,3.7,40.5
1,2016-03-22 06:00:00,2016-03-23 20:00:00,7.5,46.9,4.3,1.2,951.6,0.0,9.6,137.1,3.1,43.4
1,2016-03-22 06:00:00,2016-03-23 21:00:00,7.4,50.3,2.6,1.2,952.1,0.0,10.3,10.0,2.6,46.4
1,2016-03-22 06:00:00,2016-03-23 22:00:00,6.5,52.9,1.9,1.21,952.3,0.0,7.7,0.0,2.3,50.5
1,2016-03-22 06:00:00,2016-03-23 23:00:00,5.5,55.5,1.2,1.21,952.6,0.0,5.1,0.0,2.0,54.6
1,2016-03-22 06:00:00,2016-03-24 00:00:00,4.6,58.1,0.5,1.21,952.8,0.0,2.5,0.0,1.8,58.8
1,2016-03-22 06:00:00,2016-03-24 01:00:00,4.0,68.5,-0.3,1.22,952.7,0.0,2.3,0.0,1.6,69.6
1,2016-03-22 06:00:00,2016-03-24 02:00:00,3.4,78.9,-1.0,1.22,952.6,0.0,2.2,0.0,1.5,80.4
