point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-03-02 06:00:00,2016-03-03 00:00:00,4.3,311.0,2.2,1.22,961.4,0.0,3.4,0.0,1.4,294.6
1,2016-03-02 06:00:00,2016-03-03 01:00:00,4.3,308.0,2.2,1.22,961.0,0.0,3.8,0.0,1.4,291.2
1,2016-03-02 06:00:00,2016-03-03 02:00:00,4.3,305.0,2.2,1.22,960.6,0.0,4.2,0.0,1.5,287.9
1,2016-03-02 06:00:00,2016-03-03 03:00:00,4.3,302.0,2.2,1.22,960.1,0.0,4.6,0.0,1.5,284.5
1,2016-03-02 06:00:00,2016-03-03 04:00:00,4.1,295.0,2.0,1.22,960.0,0.0,3.8,0.0,1.5,275.6
1,2016-03-02 06:00:00,2016-03-03 05:00:00,3.9,288.0,1.9,1.22,959.9,0.0,2.9,0.0,1.5,266.6
1,2016-03-02 06:00:00,2016-03-03 06:00:00,3.7,281.0,1.7,1.22,959.8,0.0,2.1,0.0,1.5,257.6
1,2016-03-02 06:00:00,2016-03-03 07:00:00,3.4,272.2,3.1,1.21,959.7,0.0,2.5,12.6,1.6,253.2
1,2016-03-02 06:00:00,2016-03-03 08:00:00,3.1,263.4,4.4,1.2,959.5,0.0,2.8,30.6,1.6,248.8
1,2016-03-02 06:00:00,2016-03-03 09:00:00,2.8,254.7,5.7,1.2,959.4,0.0,3.2,50.0,1.7,244.3
1,2016-03-02 06:00:00,2016-03-03 10:00:00,3.4,260.8,6.2,1.2,959.2,0.0,3.9,68.1,2.1,253.5
1,2016-03-02 06:00:00,2016-03-03 11:00:00,4.0,266.9,6.8,1.19,959.1,0.0,4.6,86.4,2.4,262.7
1,2016-03-02 06:00:00,2016-03-03 12:00:00,4.6,273.0,7.4,1.19,958.9,0.0,5.3,108.0,2.8,271.8
1,2016-03-02 06:00:00,2016-03-03 13:00:00,5.0,270.8,7.5,1.19,958.2,0.0,5.7,133.7,2.9,269.9
1,2016-03-02 06:00:00,2016-03-03 14:00:00,5.3,268.7,7.6,1.19,957.4,0.0,6.1,157.1,3.1,267.9
1,2016-03-02 06:00:00,2016-03-03 15:00:00,5.7,266.5,7.7,1.19,956.7,0.0,6.5,170.0,3.2,265.9
1,2016-03-02 06:00:00,2016-03-03 16:00:00,5.9,259.2,7.4,1.19,956.2,0.0,6.8,166.0,3.2,257.7
