point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-04-17 06:00:00,2016-04-18 00:00:00,4.8,80.4,2.2,1.21,952.6,0.0,3.7,0.0,1.8,80.9
1,2016-04-17 06:00:00,2016-04-18 01:00:00,4.8,80.0,2.6,1.2,952.1,0.0,4.1,0.0,2.0,79.3
1,2016-04-17 06:00:00,2016-04-18 02:00:00,4.8,79.6,3.0,1.2,951.7,0.0,4.5,0.0,2.2,77.6
1,2016-04-17 06:00:00,2016-04-18 03:00:00,4.8,79.2,3.4,1.2,951.2,0.0,4.9,0.0,2.4,76.0
1,2016-04-17 06:00:00,2016-04-18 04:00:00,4.8,80.4,3.2,1.2,951.2,0.0,5.0,0.0,2.3,78.5
1,2016-04-17 06:00:00,2016-04-18 05:00:00,4.9,81.7,3.1,1.2,951.3,0.0,5.2,0.0,2.2,81.0
1,2016-04-17 06:00:00,2016-04-18 06:00:00,4.9,83.0,3.0,1.2,951.3,0.0,5.3,0.0,2.1,83.5
1,2016-04-17 06:00:00,2016-04-18 07:00:00,4.9,86.9,5.0,1.19,951.3,0.0,5.7,46.8,2.4,86.3
1,2016-04-17 06:00:00,2016-04-18 08:00:00,4.9,90.8,7.0,1.18,951.3,0.0,6.1,112.0,2.6,89.2
1,2016-04-17 06:00:00,2016-04-18 09:00:00,4.8,94.8,9.0,1.18,951.3,0.0,6.5,180.0,2.9,92.0
1,2016-04-17 06:00:00,2016-04-18 10:00:00,5.0,101.9,11.5,1.16,951.0,0.0,6.4,241.4,3.1,99.0
1,2016-04-17 06:00:00,2016-04-18 11:00:00,5.2,109.0,14.1,1.15,950.7,0.0,6.2,310.6,3.3,106.1
1,2016-04-17 06:00:00,2016-04-18 12:00:00,5.5,116.1,16.7,1.14,950.4,0.0,6.1,408.0,3.6,113.1
1,2016-04-17 06:00:00,2016-04-18 13:00:00,5.5,117.2,17.3,1.14,949.8,0.0,6.1,542.0,3.6,114.5
1,2016-04-17 06:00:00,2016-04-18 14:00:00,5.5,118.3,17.9,1.14,949.2,0.0,6.1,673.1,3.6,115.9
1,2016-04-17 06:00:00,2016-04-18 15:00:00,5.5,119.4,18.5,1.13,948.6,0.0,6.1,750.0,3.6,117.3
1,2016-04-17 06:00:00,2016-04-18 16:00:00,5.5,105.8,16.7,1.14,948.1,0.0,6.0,733.9,3.2,101.5
1,2016-04-17 06:00:00,2016-04-18 17:00:00,5.6,92.2,14.9,1.15,947.7,0.0,5.9,637.0,2.8,85.8
1,2016-04-17 06:00:00,2016-04-18 18:00:00,5.6,78.7,13.2,1.15,947.2,0.0,5.8,484.0,2.4,70.0
1,2016-04-17 06:00:00,2016-04-18 19:00:00,6.4,80.8,11.8,1.16,947.2,0.0,7.3,302.4,2.6,75.0
1,2016-04-17 06:00:00,2016-04-18 20:00:00,7.2,82.9,10.4,1.16,947.1,0.0,8.7,130.7,2.8,79.9
1,2016-04-17 06:00:00,2016-04-18 21:00:00,7.9,84.9,9.1,1.17,947.1,0.0,10.2,10.0,3.0,84.8
1,2016-04-17 06:00:00,2016-04-18 22:00:00,7.5,89.2,9.0,1.17,947.0,0.0,9.2,0.0,2.8,84.4
1,2016-04-17 06:00:00,2016-04-18 23:00:00,7.1,93.5,9.0,1.17,946.8,0.0,8.2,0.0,2.7,84.0
1,2016-04-17 06:00:00,2016-04-19 00:00:00,6.7,97.8,9.0,1.17,946.6,0.0,7.2,0.0,2.5,83.6
1,2016-04-17 06:00:00,2016-04-19 01:00:00,5.3,107.2,8.9,1.17,946.6,0.0,5.3,0.0,2.1,97.3
1,2016-04-17 06:00:00,2016-04-19 02:00:00,4.0,116.6,8.8,1.17,946.5,0.0,3.5,0.0,1.6,111.0
1,2016-04-17 06:00:00,2016-04-19 03:00:00,2.7,126.0,8.7,1.17,946.4,0.0,1.6,0.0,1.1,124.7
1,2016-04-17 06:00:00,2016-04-19 04:00:00,4.0,120.4,8.7,1.17,946.1,0.0,4.3,0.0,1.7,116.3
1,2016-04-17 06:00:00,2016-04-19 05:00:00,5.2,114.7,8.7,1.17,945.7,0.0,6.9,0.0,2.2,107.8
1,2016-04-17 06:00:00,2016-04-19 06:00:00,6.5,109.0,8.7,1.17,945.4,0.0,9.6,0.0,2.8,99.4
1,2016-04-17 06:00:00,2016-04-19 07:00:00,6.3,117.4,9.8,1.16,945.4,0.0,9.8,18.8,2.7,111.0
1,2016-04-17 06:00:00,2016-04-19 08:00:00,6.2,125.9,10.8,1.16,945.4,0.0,10.1,41.5,2.7,122.5
1,2016-04-17 06:00:00,2016-04-19 09:00:00,6.0,134.3,11.9,1.16,945.3,0.0,10.3,60.0,2.7,134.1
1,2016-04-17 06:00:00,2016-04-19 10:00:00,6.9,136.4,12.1,1.15,945.4,0.0,10.4,68.9,3.2,135.4
1,2016-04-17 06:00:00,2016-04-19 11:00:00,7.8,138.5,12.3,1.15,945.4,0.0,10.5,74.3,3.8,136.6
1,2016-04-17 06:00:00,2016-04-19 12:00:00,8.7,140.6,12.6,1.15,945.4,0.0,10.6,85.0,4.3,137.9
1,2016-04-17 06:00:00,2016-04-19 13:00:00,8.6,144.6,12.4,1.15,945.2,0.0,10.6,106.5,4.2,141.8
1,2016-04-17 06:00:00,2016-04-19 14:00:00,8.5,148.5,12.2,1.15,944.9,0.0,10.5,131.7,4.0,145.8
1,2016-04-17 06:00:00,2016-04-19 15:00:00,8.3,152.5,12.0,1.15,944.7,0.0,10.5,150.0,3.9,149.7
1,2016-04-17 06:00:00,2016-04-19 16:00:00,8.0,140.1,11.6,1.16,944.6,0.0,10.0,153.0,3.6,136.8
1,2016-04-17 06:00:00,2016-04-19 17:00:00,7.6,127.8,11.1,1.16,944.5,0.0,9.5,140.5,3.3,123.8
1,2016-04-17 06:00:00,2016-04-19 18:00:00,7.2,115.5,10.7,1.16,944.4,0.0,9.0,114.0,3.0,110.8
1,2016-04-17 06:00:00,2016-04-19 19:00:00,7.8,120.2,10.4,1.16,944.5,0.0,9.9,76.9,3.0,113.5
1,2016-04-17 06:00:00,2016-04-19 20:00:00,8.4,124.9,10.0,1.16,944.7,0.0,10.9,38.5,3.1,116.1
1,2016-04-17 06:00:00,2016-04-19 21:00:00,8.9,129.6,9.6,1.16,944.9,0.0,11.8,10.0,3.2,118.8
1,2016-04-17 06:00:00,2016-04-19 22:00:00,8.9,133.2,9.0,1.17,944.9,0.0,12.1,0.0,3.1,123.0
1,2016-04-17 06:00:00,2016-04-19 23:00:00,8.8,136.9,8.4,1.17,944.9,0.0,12.5,0.0,3.0,127.2
1,2016-04-17 06:00:00,2016-04-20 00:00:00,8.7,140.6,7.7,1.17,945.0,0.0,12.8,0.0,2.9,131.3
1,2016-04-17 06:00:00,2016-04-20 01:00:00,9.0,142.3,7.5,1.17,944.8,0.0,13.2,0.0,3.0,133.2
1,2016-04-17 06:00:00,2016-04-20 02:00:00,9.3,144.1,7.2,1.17,944.7,0.0,13.6,0.0,3.2,135.1
1,2016-04-17 06:00:00,2016-04-20 03:00:00,9.6,145.8,7.0,1.18,944.6,0.0,14.0,0.0,3.4,136.9
1,2016-04-17 06:00:00,2016-04-20 04:00:00,10.0,149.4,7.1,1.17,944.7,0.0,14.2,0.0,3.5,140.7
1,2016-04-17 06:00:00,2016-04-20 05:00:00,10.4,152.9,7.1,1.17,944.7,0.0,14.3,0.0,3.6,144.5
1,2016-04-17 06:00:00,2016-04-20 06:00:00,10.8,156.5,7.2,1.17,944.8,0.0,14.5,0.0,3.7,148.2
1,2016-04-17 06:00:00,2016-04-20 07:00:00,10.5,157.1,8.6,1.17,945.2,0.0,13.3,39.6,4.3,151.0
1,2016-04-17 06:00:00,2016-04-20 08:00:00,10.2,157.6,10.0,1.16,945.7,0.0,12.2,99.3,4.8,153.7
1,2016-04-17 06:00:00,2016-04-20 09:00:00,9.8,158.1,11.4,1.16,946.2,0.0,11.0,170.0,5.4,156.4
1,2016-04-17 06:00:00,2016-04-20 10:00:00,9.6,167.6,12.2,1.16,946.5,0.0,10.7,244.6,5.5,166.0
1,2016-04-17 06:00:00,2016-04-20 11:00:00,9.3,177.1,13.1,1.15,946.8,0.0,10.3,324.5,5.6,175.6
1,2016-04-17 06:00:00,2016-04-20 12:00:00,9.1,186.7,14.0,1.15,947.2,0.0,10.0,413.0,5.7,185.2
1,2016-04-17 06:00:00,2016-04-20 13:00:00,9.1,192.8,13.9,1.15,947.3,0.0,10.0,509.7,5.7,191.8
1,2016-04-17 06:00:00,2016-04-20 14:00:00,9.1,198.9,13.8,1.15,947.5,0.0,9.9,598.7,5.6,198.4
1,2016-04-17 06:00:00,2016-04-20 15:00:00,9.1,205.0,13.7,1.15,947.7,0.0,9.9,660.0,5.5,205.0
1,2016-04-17 06:00:00,2016-04-20 16:00:00,8.8,205.9,13.1,1.15,948.0,0.0,9.7,675.5,5.1,206.0
1,2016-04-17 06:00:00,2016-04-20 17:00:00,8.5,206.9,12.5,1.16,948.4,0.0,9.4,634.3,4.8,207.0
1,2016-04-17 06:00:00,2016-04-20 18:00:00,8.2,207.8,11.9,1.16,948.7,0.0,9.2,527.0,4.4,208.0
1,2016-04-17 06:00:00,2016-04-20 19:00:00,7.3,193.8,9.9,1.17,949.5,0.0,7.1,356.1,3.7,186.2
1,2016-04-17 06:00:00,2016-04-20 20:00:00,6.5,179.8,7.9,1.18,950.3,0.0,4.9,170.3,2.9,164.5
1,2016-04-17 06:00:00,2016-04-20 21:00:00,5.7,165.8,5.9,1.19,951.1,0.0,2.8,30.0,2.2,142.8
