point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-04-05 06:00:00,2016-04-06 00:00:00,2.9,30.2,1.4,1.21,954.8,0.0,2.1,0.0,1.4,31.7
1,2016-04-05 06:00:00,2016-04-06 01:00:00,2.7,31.7,0.8,1.21,954.6,0.0,2.0,0.0,1.3,37.0
1,2016-04-05 06:00:00,2016-04-06 02:00:00,2.5,33.2,0.3,1.22,954.3,0.0,1.8,0.0,1.2,42.3
1,2016-04-05 06:00:00,2016-04-06 03:00:00,2.2,34.8,-0.3,1.22,954.1,0.0,1.7,0.0,1.1,47.7
1,2016-04-05 06:00:00,2016-04-06 04:00:00,2.0,42.2,-0.5,1.22,954.2,0.0,1.5,0.0,1.0,57.6
1,2016-04-05 06:00:00,2016-04-06 05:00:00,1.8,49.6,-0.8,1.22,954.3,0.0,1.4,0.0,0.8,67.5
1,2016-04-05 06:00:00,2016-04-06 06:00:00,1.6,57.0,-1.0,1.22,954.4,0.0,1.2,0.0,0.7,77.5
1,2016-04-05 06:00:00,2016-04-06 07:00:00,1.5,46.1,3.2,1.2,954.8,0.0,1.4,58.8,0.8,59.0
1,2016-04-05 06:00:00,2016-04-06 08:00:00,1.4,35.2,7.4,1.19,955.1,0.0,1.6,136.7,0.8,40.5
1,2016-04-05 06:00:00,2016-04-06 09:00:00,1.3,24.3,11.7,1.17,955.5,0.0,1.8,210.0,0.8,22.1
1,2016-04-05 06:00:00,2016-04-06 10:00:00,2.4,136.1,12.5,1.17,955.7,0.0,2.9,262.7,1.6,133.8
1,2016-04-05 06:00:00,2016-04-06 11:00:00,3.6,247.9,13.4,1.16,955.8,0.0,3.9,309.4,2.4,245.5
1,2016-04-05 06:00:00,2016-04-06 12:00:00,4.7,359.8,14.2,1.16,956.0,0.0,5.0,372.0,3.2,357.1
1,2016-04-05 06:00:00,2016-04-06 13:00:00,5.3,357.6,14.2,1.16,955.9,0.0,5.5,463.6,3.6,355.3
1,2016-04-05 06:00:00,2016-04-06 14:00:00,5.8,355.4,14.1,1.16,955.8,0.0,5.9,560.5,3.9,353.5
1,2016-04-05 06:00:00,2016-04-06 15:00:00,6.4,353.2,14.1,1.16,955.6,0.0,6.4,630.0,4.3,351.7
1,2016-04-05 06:00:00,2016-04-06 16:00:00,6.3,235.6,12.7,1.17,955.7,0.0,6.6,644.3,4.1,353.7
1,2016-04-05 06:00:00,2016-04-06 17:00:00,6.2,118.0,11.3,1.17,955.8,0.0,6.9,596.0,4.0,355.7
1,2016-04-05 06:00:00,2016-04-06 18:00:00,6.1,0.5,10.0,1.18,955.8,0.0,7.1,483.0,3.8,357.7
1,2016-04-05 06:00:00,2016-04-06 19:00:00,6.2,9.1,9.0,1.18,956.3,0.0,7.5,312.8,3.6,246.3
1,2016-04-05 06:00:00,2016-04-06 20:00:00,6.2,17.8,8.0,1.19,956.8,0.0,8.0,132.8,3.4,134.8
1,2016-04-05 06:00:00,2016-04-06 21:00:00,6.2,26.4,7.1,1.19,957.3,0.0,8.4,0.0,3.2,23.3
1,2016-04-05 06:00:00,2016-04-06 22:00:00,6.2,28.1,6.2,1.19,957.5,0.0,8.6,0.0,3.0,25.2
1,2016-04-05 06:00:00,2016-04-06 23:00:00,6.2,29.8,5.3,1.2,957.7,0.0,8.7,0.0,2.9,27.1
