point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-04-09 06:00:00,2016-04-10 00:00:00,8.8,207.7,4.7,1.18,939.4,0.1,10.8,0.0,4.1,201.5
1,2016-04-09 06:00:00,2016-04-10 01:00:00,9.6,202.0,4.8,1.18,937.7,0.1,11.8,0.0,4.6,196.2
1,2016-04-09 06:00:00,2016-04-10 02:00:00,10.5,196.3,4.8,1.17,936.0,0.1,12.9,0.0,5.0,190.8
1,2016-04-09 06:00:00,2016-04-10 03:00:00,11.3,190.6,4.9,1.17,934.3,0.1,13.9,0.0,5.5,185.4
1,2016-04-09 06:00:00,2016-04-10 04:00:00,12.0,186.1,4.9,1.17,932.8,0.1,14.9,0.0,5.8,181.6
1,2016-04-09 06:00:00,2016-04-10 05:00:00,12.6,181.6,4.9,1.17,931.2,0.1,15.9,0.0,6.1,177.8
1,2016-04-09 06:00:00,2016-04-10 06:00:00,13.3,177.1,5.0,1.16,929.7,0.1,16.9,0.0,6.4,173.9
1,2016-04-09 06:00:00,2016-04-10 07:00:00,10.4,197.5,4.6,1.17,930.3,0.1,13.2,7.1,5.2,193.6
1,2016-04-09 06:00:00,2016-04-10 08:00:00,7.6,218.0,4.3,1.17,930.9,0.1,9.6,15.1,3.9,213.3
1,2016-04-09 06:00:00,2016-04-10 09:00:00,4.8,238.4,4.0,1.17,931.6,0.1,5.9,20.0,2.6,233.0
1,2016-04-09 06:00:00,2016-04-10 10:00:00,6.7,229.4,4.6,1.17,931.4,0.1,7.7,22.9,3.8,225.1
1,2016-04-09 06:00:00,2016-04-10 11:00:00,8.6,220.3,5.3,1.17,931.2,0.1,9.6,44.7,4.9,217.1
1,2016-04-09 06:00:00,2016-04-10 12:00:00,10.5,211.2,6.0,1.16,931.0,0.1,11.4,111.0,6.0,209.2
1,2016-04-09 06:00:00,2016-04-10 13:00:00,11.3,216.9,6.7,1.16,931.0,0.1,12.2,235.7,6.7,215.2
1,2016-04-09 06:00:00,2016-04-10 14:00:00,12.2,222.6,7.5,1.16,931.1,0.1,13.1,384.2,7.3,221.2
1,2016-04-09 06:00:00,2016-04-10 15:00:00,13.1,228.3,8.2,1.15,931.1,0.1,13.9,510.0,7.9,227.3
1,2016-04-09 06:00:00,2016-04-10 16:00:00,11.5,228.2,7.5,1.16,931.3,0.1,12.1,573.8,6.8,227.2
1,2016-04-09 06:00:00,2016-04-10 17:00:00,9.8,228.0,6.8,1.16,931.5,0.1,10.2,565.0,5.7,227.1
1,2016-04-09 06:00:00,2016-04-10 18:00:00,8.2,227.9,6.1,1.16,931.8,0.1,8.4,480.0,4.6,227.0
1,2016-04-09 06:00:00,2016-04-10 19:00:00,7.1,212.9,4.2,1.17,932.1,0.1,6.5,326.0,3.8,206.8
1,2016-04-09 06:00:00,2016-04-10 20:00:00,5.9,198.0,2.3,1.18,932.5,0.1,4.5,152.6,2.9,186.6
1,2016-04-09 06:00:00,2016-04-10 21:00:00,4.8,183.0,0.4,1.19,932.9,0.1,2.6,20.0,2.0,166.4
1,2016-04-09 06:00:00,2016-04-10 22:00:00,4.3,181.3,0.6,1.19,932.7,0.1,2.4,0.0,1.7,167.8
1,2016-04-09 06:00:00,2016-04-10 23:00:00,3.8,179.6,0.8,1.19,932.6,0.1,2.1,0.0,1.5,169.2
1,2016-04-09 06:00:00,2016-04-11 00:00:00,3.3,177.9,1.0,1.19,932.4,0.1,1.9,0.0,1.3,170.5
1,2016-04-09 06:00:00,2016-04-11 01:00:00,4.0,192.6,1.2,1.18,932.6,0.1,3.5,0.0,1.6,185.0
1,2016-04-09 06:00:00,2016-04-11 02:00:00,4.7,207.3,1.4,1.18,932.8,0.1,5.2,0.0,1.9,199.6
1,2016-04-09 06:00:00,2016-04-11 03:00:00,5.4,221.9,1.6,1.18,933.0,0.1,6.8,0.0,2.1,214.1
1,2016-04-09 06:00:00,2016-04-11 04:00:00,5.6,208.3,1.5,1.18,933.6,0.1,8.1,0.0,2.4,199.7
1,2016-04-09 06:00:00,2016-04-11 05:00:00,5.9,194.6,1.5,1.19,934.2,0.1,9.5,0.0,2.6,185.3
1,2016-04-09 06:00:00,2016-04-11 06:00:00,6.1,180.9,1.5,1.19,934.7,0.1,10.8,0.0,2.9,170.9
1,2016-04-09 06:00:00,2016-04-11 07:00:00,7.6,178.5,2.9,1.18,935.0,0.1,11.4,73.3,4.0,170.9
1,2016-04-09 06:00:00,2016-04-11 08:00:00,9.0,176.0,4.3,1.17,935.3,0.1,12.0,162.9,5.1,171.0
1,2016-04-09 06:00:00,2016-04-11 09:00:00,10.4,173.5,5.7,1.17,935.6,0.1,12.6,230.0,6.3,171.0
1,2016-04-09 06:00:00,2016-04-11 10:00:00,10.9,175.1,7.2,1.16,935.5,0.1,13.6,249.8,6.7,173.0
