point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-04-12 06:00:00,2016-04-13 00:00:00,6.8,185.1,3.7,1.18,941.3,0.0,11.3,0.0,2.7,175.6
1,2016-04-12 06:00:00,2016-04-13 01:00:00,7.0,183.1,3.6,1.19,941.2,0.0,11.6,0.0,2.8,173.8
1,2016-04-12 06:00:00,2016-04-13 02:00:00,7.2,181.0,3.5,1.19,941.1,0.0,11.9,0.0,2.9,172.0
1,2016-04-12 06:00:00,2016-04-13 03:00:00,7.4,179.0,3.4,1.19,941.0,0.0,12.2,0.0,2.9,170.2
1,2016-04-12 06:00:00,2016-04-13 04:00:00,7.4,178.7,3.2,1.19,941.3,0.0,12.4,0.0,3.0,169.7
1,2016-04-12 06:00:00,2016-04-13 05:00:00,7.5,178.5,3.1,1.19,941.6,0.0,12.5,0.0,3.0,169.3
1,2016-04-12 06:00:00,2016-04-13 06:00:00,7.5,178.2,3.0,1.19,941.9,0.0,12.7,0.0,3.1,168.9
1,2016-04-12 06:00:00,2016-04-13 07:00:00,8.4,182.8,4.8,1.18,942.2,0.0,12.9,34.4,4.0,175.7
1,2016-04-12 06:00:00,2016-04-13 08:00:00,9.3,187.4,6.7,1.17,942.5,0.0,13.1,86.1,4.9,182.6
1,2016-04-12 06:00:00,2016-04-13 09:00:00,10.1,192.0,8.6,1.17,942.9,0.0,13.3,150.0,5.8,189.4
1,2016-04-12 06:00:00,2016-04-13 10:00:00,10.8,196.1,9.5,1.16,943.0,0.0,13.3,220.8,6.2,194.1
1,2016-04-12 06:00:00,2016-04-13 11:00:00,11.4,200.3,10.4,1.16,943.2,0.0,13.3,292.0,6.7,198.9
1,2016-04-12 06:00:00,2016-04-13 12:00:00,12.1,204.4,11.2,1.16,943.3,0.0,13.3,357.0,7.2,203.6
1,2016-04-12 06:00:00,2016-04-13 13:00:00,11.7,204.7,11.1,1.16,943.2,0.0,13.1,409.7,6.8,203.8
1,2016-04-12 06:00:00,2016-04-13 14:00:00,11.2,205.0,10.9,1.16,943.0,0.0,12.9,445.4,6.5,204.1
1,2016-04-12 06:00:00,2016-04-13 15:00:00,10.8,205.3,10.7,1.16,942.9,0.0,12.7,460.0,6.1,204.4
1,2016-04-12 06:00:00,2016-04-13 16:00:00,10.4,202.8,10.4,1.16,942.6,0.0,12.6,449.1,5.7,201.5
1,2016-04-12 06:00:00,2016-04-13 17:00:00,10.1,200.3,10.0,1.16,942.4,0.0,12.5,407.2,5.2,198.5
1,2016-04-12 06:00:00,2016-04-13 18:00:00,9.7,197.9,9.6,1.16,942.1,0.0,12.4,329.0,4.7,195.6
1,2016-04-12 06:00:00,2016-04-13 19:00:00,9.6,187.9,8.7,1.16,941.9,0.0,12.5,215.8,4.2,184.4
1,2016-04-12 06:00:00,2016-04-13 20:00:00,9.5,178.0,7.8,1.17,941.7,0.0,12.6,97.2,3.8,173.2
1,2016-04-12 06:00:00,2016-04-13 21:00:00,9.4,168.1,6.9,1.17,941.5,0.0,12.7,10.0,3.4,162.0
