point,available_date,prediction_date,wind_speed_100m,wind_direction_100m,temperature,air_density,pressure,precipitation,wind_gust,radiation,wind_speed,wind_direction
1,2016-03-09 06:00:00,2016-03-10 00:00:00,7.6,333.4,4.1,1.2,955.4,0.7,9.4,0.0,2.6,323.8
1,2016-03-09 06:00:00,2016-03-10 01:00:00,7.9,333.6,4.1,1.2,955.2,0.7,9.6,0.0,2.9,325.6
1,2016-03-09 06:00:00,2016-03-10 02:00:00,8.3,333.8,4.1,1.2,955.0,0.7,9.8,0.0,3.2,327.4
1,2016-03-09 06:00:00,2016-03-10 03:00:00,8.6,334.0,4.2,1.2,954.8,0.7,10.0,0.0,3.5,329.2
1,2016-03-09 06:00:00,2016-03-10 04:00:00,9.0,335.0,4.3,1.2,954.9,0.7,10.2,0.0,3.6,330.4
1,2016-03-09 06:00:00,2016-03-10 05:00:00,9.4,336.0,4.4,1.2,955.1,0.7,10.4,0.0,3.8,331.7
1,2016-03-09 06:00:00,2016-03-10 06:00:00,9.8,337.0,4.6,1.2,955.3,0.7,10.6,0.0,4.0,332.9
1,2016-03-09 06:00:00,2016-03-10 07:00:00,9.5,341.3,4.8,1.2,955.6,0.7,10.6,0.6,4.0,337.4
1,2016-03-09 06:00:00,2016-03-10 08:00:00,9.2,345.5,5.0,1.2,956.0,0.7,10.6,3.0,4.1,341.9
1,2016-03-09 06:00:00,2016-03-10 09:00:00,9.0,349.8,5.2,1.2,956.4,0.7,10.6,10.0,4.2,346.5
1,2016-03-09 06:00:00,2016-03-10 10:00:00,9.1,235.0,6.2,1.19,956.7,0.7,10.3,25.0,4.7,232.4
1,2016-03-09 06:00:00,2016-03-10 11:00:00,9.2,120.2,7.2,1.19,957.1,0.7,10.1,52.9,5.1,118.4
1,2016-03-09 06:00:00,2016-03-10 12:00:00,9.4,5.3,8.2,1.19,957.4,0.7,9.8,99.0,5.6,4.3
1,2016-03-09 06:00:00,2016-03-10 13:00:00,8.8,6.7,8.1,1.19,957.4,0.7,9.2,164.3,5.3,5.7
1,2016-03-09 06:00:00,2016-03-10 14:00:00,8.2,8.1,8.1,1.19,957.3,0.7,8.5,231.7,5.0,7.1
1,2016-03-09 06:00:00,2016-03-10 15:00:00,7.7,9.5,8.1,1.19,957.3,0.7,7.9,280.0,4.6,8.4
1,2016-03-09 06:00:00,2016-03-10 16:00:00,7.2,9.5,7.6,1.19,957.6,0.7,7.5,292.0,4.1,7.9
1,2016-03-09 06:00:00,2016-03-10 17:00:00,6.7,9.6,7.2,1.19,957.9,0.7,7.0,268.4,3.6,7.4
1,2016-03-09 06:00:00,2016-03-10 18:00:00,6.2,9.7,6.7,1.19,958.2,0.7,6.6,214.0,3.0,6.8
1,2016-03-09 06:00:00,2016-03-10 19:00:00,5.7,11.4,5.7,1.2,958.7,0.7,6.9,136.9,2.6,7.6
1,2016-03-09 06:00:00,2016-03-10 20:00:00,5.3,13.0,4.7,1.2,959.3,0.7,7.1,57.6,2.2,8.5
1,2016-03-09 06:00:00,2016-03-10 21:00:00,4.8,14.7,3.7,1.21,959.8,0.7,7.4,0.0,1.7,9.3
1,2016-03-09 06:00:00,2016-03-10 22:00:00,4.6,14.5,3.9,1.21,959.8,0.7,6.7,0.0,1.7,9.3
1,2016-03-09 06:00:00,2016-03-10 23:00:00,4.4,14.4,4.1,1.21,959.8,0.7,6.0,0.0,1.7,9.3
1,2016-03-09 06:00:00,2016-03-11 00:00:00,4.1,14.3,4.4,1.21,959.8,0.7,5.3,0.0,1.6,9.3
1,2016-03-09 06:00:00,2016-03-11 01:00:00,4.2,13.7,3.9,1.21,959.7,0.7,5.0,0.0,1.7,9.3
1,2016-03-09 06:00:00,2016-03-11 02:00:00,4.2,13.0,3.5,1.21,959.5,0.7,4.7,0.0,1.7,9.4
1,2016-03-09 06:00:00,2016-03-11 03:00:00,4.2,12.4,3.1,1.21,959.4,0.7,4.4,0.0,1.8,9.4
1,2016-03-09 06:00:00,2016-03-11 04:00:00,4.4,17.0,3.4,1.21,959.2,0.7,5.3,0.0,1.8,14.7
1,2016-03-09 06:00:00,2016-03-11 05:00:00,4.6,21.7,3.8,1.21,959.0,0.7,6.3,0.0,1.8,20.1
1,2016-03-09 06:00:00,2016-03-11 06:00:00,4.7,26.4,4.2,1.2,958.8,0.7,7.2,0.0,1.8,25.4
1,2016-03-09 06:00:00,2016-03-11 07:00:00,5.2,29.0,4.8,1.2,958.9,0.7,7.2,5.9,2.3,28.0
1,2016-03-09 06:00:00,2016-03-11 08:00:00,5.6,31.7,5.4,1.2,959.1,0.7,7.3,18.0,2.9,30.5
1,2016-03-09 06:00:00,2016-03-11 09:00:00,6.0,34.3,6.1,1.2,959.2,0.7,7.3,40.0,3.4,33.0
1,2016-03-09 06:00:00,2016-03-11 10:00:00,6.2,36.9,7.0,1.19,959.2,0.7,7.2,73.6,3.6,35.7
1,2016-03-09 06:00:00,2016-03-11 11:00:00,6.3,39.6,8.0,1.19,959.1,0.7,7.2,112.9,3.9,38.4
1,2016-03-09 06:00:00,2016-03-11 12:00:00,6.5,42.2,9.0,1.18,959.1,0.7,7.1,150.0,4.1,41.1
1,2016-03-09 06:00:00,2016-03-11 13:00:00,6.6,42.8,9.0,1.18,958.6,0.7,7.1,179.4,4.1,41.6
1,2016-03-09 06:00:00,2016-03-11 14:00:00,6.6,43.5,9.0,1.18,958.2,0.7,7.2,204.2,4.1,42.0
1,2016-03-09 06:00:00,2016-03-11 15:00:00,6.7,44.1,9.1,1.18,957.8,0.7,7.2,230.0,4.1,42.4
1,2016-03-09 06:00:00,2016-03-11 16:00:00,6.8,44.7,8.2,1.19,957.7,0.7,7.3,257.6,3.8,42.8
1,2016-03-09 06:00:00,2016-03-11 17:00:00,7.0,45.4,7.4,1.19,957.7,0.7,7.4,269.6,3.5,43.1
